redundancy_cluster_id,direction,decision_tf,size,jaccard_threshold,representative_composite_id,alias_composite_ids,members,COMPOSITE_REDUNDANCY_METHOD
NR-000478,DOWN,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|9655ebd888de3c82,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|02211814d059edb9""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|02211814d059edb9"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|9655ebd888de3c82""]",EVENT_STREAM_JACCARD
NR-000479,DOWN,30m,12,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|84420333a3605781,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|d7a56f3a0713a705"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|42c1f835b706aae1"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|61b843460f86491f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|76c5dfafe8bb4e58"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|899125de2373fd9a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|8d5a3e6a47a3d399"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|9fb94684dfd9660a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|bfb350ac317df442"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|f94e7f4b6e717993"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|fb8dde7e4d9c5133"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|fedbef307a090529""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|d7a56f3a0713a705"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|42c1f835b706aae1"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|61b843460f86491f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|76c5dfafe8bb4e58"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|84420333a3605781"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|899125de2373fd9a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|8d5a3e6a47a3d399"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|9fb94684dfd9660a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|bfb350ac317df442"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|f94e7f4b6e717993"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|fb8dde7e4d9c5133"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|fedbef307a090529""]",EVENT_STREAM_JACCARD
NR-000480,DOWN,30m,9,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|398865c52556e0cf,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|29c24fce54753d12"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|142a616c0eec60dd"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|28a524bdc976b125"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|3a683b42841ebe8b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|5b90f36475028ca3"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|c6b73f1f4e71050e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|d070542d6c74627d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|f6a00e3f00129269""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|29c24fce54753d12"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|142a616c0eec60dd"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|28a524bdc976b125"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|398865c52556e0cf"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|3a683b42841ebe8b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|5b90f36475028ca3"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|c6b73f1f4e71050e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|d070542d6c74627d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|f6a00e3f00129269""]",EVENT_STREAM_JACCARD
NR-000481,DOWN,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|a6c17a752a072970,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|5e2bc87b17d3bad8""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|5e2bc87b17d3bad8"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|a6c17a752a072970""]",EVENT_STREAM_JACCARD
NR-000482,DOWN,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|15d8cd2805685b28,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|96473027f525341e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|54241d04f5406e18"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|59c4f190419e1ddb"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|5a2560e5138e6b25"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|8f6e8bd141e5144e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|9a023aea82dd6af5"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|e197cd78f7d21870""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|96473027f525341e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|15d8cd2805685b28"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|54241d04f5406e18"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|59c4f190419e1ddb"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|5a2560e5138e6b25"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|8f6e8bd141e5144e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|9a023aea82dd6af5"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|e197cd78f7d21870""]",EVENT_STREAM_JACCARD
NR-000483,DOWN,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|b94c71d83a44657f,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|3c97a4c316640b55""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|3c97a4c316640b55"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|b94c71d83a44657f""]",EVENT_STREAM_JACCARD
NR-000484,DOWN,30m,9,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|d44cedfd9795e1d6,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|711e499a82e945ae"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0c1de2f58b06259a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|313af25f145db0f1"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|6e00f9467dc337be"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|916249ffe80c42fc"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|a74669aff7d08f68"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|adc016480ad16283"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|cef6e0773316f632""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|711e499a82e945ae"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0c1de2f58b06259a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|313af25f145db0f1"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|6e00f9467dc337be"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|916249ffe80c42fc"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|a74669aff7d08f68"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|adc016480ad16283"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|cef6e0773316f632"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|d44cedfd9795e1d6""]",EVENT_STREAM_JACCARD
NR-000485,DOWN,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|472c5d2ac43706b2,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|4404b9f366802013""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|4404b9f366802013"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|472c5d2ac43706b2""]",EVENT_STREAM_JACCARD
NR-000486,DOWN,30m,9,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|ecd34747beef5714,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|a4af5e69dea784eb"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0b2d51f591e2ab1a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|1f9459925e430423"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|46734b41b34f34c1"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|5120910559f7f67b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|97f51236e3fb84af"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|c9292ef4702112f8"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|e45e02f2b35ee378""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|a4af5e69dea784eb"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0b2d51f591e2ab1a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|1f9459925e430423"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|46734b41b34f34c1"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|5120910559f7f67b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|97f51236e3fb84af"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|c9292ef4702112f8"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|e45e02f2b35ee378"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|ecd34747beef5714""]",EVENT_STREAM_JACCARD
NR-000487,DOWN,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|56b72b2c9dc096e4,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|414c91f52d711072""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|414c91f52d711072"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|56b72b2c9dc096e4""]",EVENT_STREAM_JACCARD
NR-000488,DOWN,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|78dc69a7a99fa836,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|d12f877cce027c0e""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|78dc69a7a99fa836"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|d12f877cce027c0e""]",EVENT_STREAM_JACCARD
NR-000489,DOWN,4H,2,0.95,COMP|T6_CROSS_FAMILY_SAME_TF|DOWN|1f1c164805debdad,"[""COMP|T6_CROSS_FAMILY_SAME_TF|DOWN|e1564c0ff3578563""]","[""COMP|T6_CROSS_FAMILY_SAME_TF|DOWN|1f1c164805debdad"", ""COMP|T6_CROSS_FAMILY_SAME_TF|DOWN|e1564c0ff3578563""]",EVENT_STREAM_JACCARD
NR-000490,DOWN,4H,2,0.95,COMP|T6_CROSS_FAMILY_SAME_TF|DOWN|cdc20d282b3c45ee,"[""COMP|T6_CROSS_FAMILY_SAME_TF|DOWN|0b43916878d92c43""]","[""COMP|T6_CROSS_FAMILY_SAME_TF|DOWN|0b43916878d92c43"", ""COMP|T6_CROSS_FAMILY_SAME_TF|DOWN|cdc20d282b3c45ee""]",EVENT_STREAM_JACCARD
NR-000491,UP,15m,2,0.95,COMP|T5_ANCHOR_MICRO|UP|824d9355496d2c09,"[""COMP|T5_ANCHOR_MICRO|UP|d778e0968c92cc50""]","[""COMP|T5_ANCHOR_MICRO|UP|824d9355496d2c09"", ""COMP|T5_ANCHOR_MICRO|UP|d778e0968c92cc50""]",EVENT_STREAM_JACCARD
NR-000492,UP,15m,2,0.95,COMP|T5_ANCHOR_MICRO|UP|cd3db76310a23753,"[""COMP|T5_ANCHOR_MICRO|UP|942ae461619c94de""]","[""COMP|T5_ANCHOR_MICRO|UP|942ae461619c94de"", ""COMP|T5_ANCHOR_MICRO|UP|cd3db76310a23753""]",EVENT_STREAM_JACCARD
NR-000493,UP,1H,2,0.95,COMP|T1_DUAL_ANCHOR|UP|b27200d6b05a61c9,"[""COMP|T1_DUAL_ANCHOR|UP|d16409d1f863dfca""]","[""COMP|T1_DUAL_ANCHOR|UP|b27200d6b05a61c9"", ""COMP|T1_DUAL_ANCHOR|UP|d16409d1f863dfca""]",EVENT_STREAM_JACCARD
NR-000494,UP,1H,2,0.95,COMP|T1_DUAL_ANCHOR|UP|90a54cfa8b2987db,"[""COMP|T1_DUAL_ANCHOR|UP|b8d113c10eee3aed""]","[""COMP|T1_DUAL_ANCHOR|UP|90a54cfa8b2987db"", ""COMP|T1_DUAL_ANCHOR|UP|b8d113c10eee3aed""]",EVENT_STREAM_JACCARD
NR-000495,UP,1H,2,0.95,COMP|T1_DUAL_ANCHOR|UP|0b31b590a665210e,"[""COMP|T1_DUAL_ANCHOR|UP|fa7e4f1b744c6e46""]","[""COMP|T1_DUAL_ANCHOR|UP|0b31b590a665210e"", ""COMP|T1_DUAL_ANCHOR|UP|fa7e4f1b744c6e46""]",EVENT_STREAM_JACCARD
NR-000496,UP,1H,2,0.95,COMP|T1_DUAL_ANCHOR|UP|21ef361635938958,"[""COMP|T1_DUAL_ANCHOR|UP|e24024485e05c81e""]","[""COMP|T1_DUAL_ANCHOR|UP|21ef361635938958"", ""COMP|T1_DUAL_ANCHOR|UP|e24024485e05c81e""]",EVENT_STREAM_JACCARD
NR-000497,UP,1H,2,0.95,COMP|T6_CROSS_FAMILY_SAME_TF|UP|3ce722fff8743e2c,"[""COMP|T6_CROSS_FAMILY_SAME_TF|UP|09280e6a41f814e3""]","[""COMP|T6_CROSS_FAMILY_SAME_TF|UP|09280e6a41f814e3"", ""COMP|T6_CROSS_FAMILY_SAME_TF|UP|3ce722fff8743e2c""]",EVENT_STREAM_JACCARD
NR-000498,UP,1H,2,0.95,COMP|T1_DUAL_ANCHOR|UP|db2abe5575c73891,"[""COMP|T1_DUAL_ANCHOR|UP|be7fce1882b3c914""]","[""COMP|T1_DUAL_ANCHOR|UP|be7fce1882b3c914"", ""COMP|T1_DUAL_ANCHOR|UP|db2abe5575c73891""]",EVENT_STREAM_JACCARD
NR-000499,UP,1H,2,0.95,COMP|T1_DUAL_ANCHOR|UP|6140989b862d896b,"[""COMP|T1_DUAL_ANCHOR|UP|8904997b0d993e68""]","[""COMP|T1_DUAL_ANCHOR|UP|6140989b862d896b"", ""COMP|T1_DUAL_ANCHOR|UP|8904997b0d993e68""]",EVENT_STREAM_JACCARD
NR-000500,UP,1H,2,0.95,COMP|T1_DUAL_ANCHOR|UP|6e056d9ef6b5fa42,"[""COMP|T1_DUAL_ANCHOR|UP|6f298b29169bf1c3""]","[""COMP|T1_DUAL_ANCHOR|UP|6e056d9ef6b5fa42"", ""COMP|T1_DUAL_ANCHOR|UP|6f298b29169bf1c3""]",EVENT_STREAM_JACCARD
NR-000501,UP,1H,2,0.95,COMP|T1_DUAL_ANCHOR|UP|64e021abf33c898a,"[""COMP|T1_DUAL_ANCHOR|UP|468e4a9eacd465c7""]","[""COMP|T1_DUAL_ANCHOR|UP|468e4a9eacd465c7"", ""COMP|T1_DUAL_ANCHOR|UP|64e021abf33c898a""]",EVENT_STREAM_JACCARD
NR-000502,UP,2H,2,0.95,COMP|T6_CROSS_FAMILY_SAME_TF|UP|3df8106229092c87,"[""COMP|T6_CROSS_FAMILY_SAME_TF|UP|0f957a86dc09b9f0""]","[""COMP|T6_CROSS_FAMILY_SAME_TF|UP|0f957a86dc09b9f0"", ""COMP|T6_CROSS_FAMILY_SAME_TF|UP|3df8106229092c87""]",EVENT_STREAM_JACCARD
NR-000503,UP,2H,2,0.95,COMP|T6_CROSS_FAMILY_SAME_TF|UP|05e4987ff623dd9a,"[""COMP|T6_CROSS_FAMILY_SAME_TF|UP|802bbefc3112173b""]","[""COMP|T6_CROSS_FAMILY_SAME_TF|UP|05e4987ff623dd9a"", ""COMP|T6_CROSS_FAMILY_SAME_TF|UP|802bbefc3112173b""]",EVENT_STREAM_JACCARD
NR-000504,UP,2H,2,0.95,COMP|T6_CROSS_FAMILY_SAME_TF|UP|7461e41a378a3311,"[""COMP|T6_CROSS_FAMILY_SAME_TF|UP|7ea5e605cd3da529""]","[""COMP|T6_CROSS_FAMILY_SAME_TF|UP|7461e41a378a3311"", ""COMP|T6_CROSS_FAMILY_SAME_TF|UP|7ea5e605cd3da529""]",EVENT_STREAM_JACCARD
NR-000505,UP,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|9487388dfb5f77ec,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|16dbe98ac1a2e5e8""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|16dbe98ac1a2e5e8"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|9487388dfb5f77ec""]",EVENT_STREAM_JACCARD
NR-000506,UP,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|49e6b05b3dd8f8ba,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|84d23e4c904712c7""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|49e6b05b3dd8f8ba"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|84d23e4c904712c7""]",EVENT_STREAM_JACCARD
NR-000507,UP,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|4f981494053c241d,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|7baf6b315606ff5e""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|4f981494053c241d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|7baf6b315606ff5e""]",EVENT_STREAM_JACCARD
NR-000508,UP,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|505bc2e775997a20,"[""COMP|T3_ANCHOR_TRANSITION|UP|512a499251f233a7"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|0c729bcf5c116d89"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|7d8038c0d9eca80d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|874dab47bb77e767"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|996f90d8702b029c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|befe5d525a77519e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|df0646253a05291a""]","[""COMP|T3_ANCHOR_TRANSITION|UP|512a499251f233a7"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|0c729bcf5c116d89"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|505bc2e775997a20"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|7d8038c0d9eca80d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|874dab47bb77e767"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|996f90d8702b029c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|befe5d525a77519e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|df0646253a05291a""]",EVENT_STREAM_JACCARD
NR-000509,UP,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|7347ab85e5ebf061,"[""COMP|T3_ANCHOR_TRANSITION|UP|1118770a9254f009"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|1517e2f7325178c8"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|3c15ea3c24977e3f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|41215906fdd50b0f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|45a68118ea1821fd"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|8040c1cf7353c1d6"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|ea7aef4a8038218a""]","[""COMP|T3_ANCHOR_TRANSITION|UP|1118770a9254f009"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|1517e2f7325178c8"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|3c15ea3c24977e3f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|41215906fdd50b0f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|45a68118ea1821fd"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|7347ab85e5ebf061"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|8040c1cf7353c1d6"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|ea7aef4a8038218a""]",EVENT_STREAM_JACCARD
NR-000510,UP,30m,7,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|6b8ebf951f80467a,"[""COMP|T3_ANCHOR_TRANSITION|UP|3ce9ac13c59bb755"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|384124d7bf23e0f0"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|711342cafdd8acbb"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|8a92d62206c85fc9"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|97b05e62609a1a07"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|ce52e0a2b45ccf27""]","[""COMP|T3_ANCHOR_TRANSITION|UP|3ce9ac13c59bb755"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|384124d7bf23e0f0"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|6b8ebf951f80467a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|711342cafdd8acbb"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|8a92d62206c85fc9"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|97b05e62609a1a07"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|ce52e0a2b45ccf27""]",EVENT_STREAM_JACCARD
NR-000511,UP,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|e8b766ce88b66597,"[""COMP|T3_ANCHOR_TRANSITION|UP|823063d935185836"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|1796cbb8288e20e0"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|2a71a70333a0f662"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|2ea9674a910f62f6"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|65706ef3e0933c2d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|d1c6433ee7f4fe8b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|fafcef97044cb73a""]","[""COMP|T3_ANCHOR_TRANSITION|UP|823063d935185836"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|1796cbb8288e20e0"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|2a71a70333a0f662"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|2ea9674a910f62f6"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|65706ef3e0933c2d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|d1c6433ee7f4fe8b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|e8b766ce88b66597"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|fafcef97044cb73a""]",EVENT_STREAM_JACCARD
NR-000512,UP,30m,7,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|dfee167a49f92e14,"[""COMP|T3_ANCHOR_TRANSITION|UP|87854451df650f55"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|66f126b15482fa3d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|82d738e0b006f4cb"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|9a26cb0250012a7c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|b765ddf63be469b5"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|f5d627292932f0b6""]","[""COMP|T3_ANCHOR_TRANSITION|UP|87854451df650f55"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|66f126b15482fa3d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|82d738e0b006f4cb"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|9a26cb0250012a7c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|b765ddf63be469b5"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|dfee167a49f92e14"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|f5d627292932f0b6""]",EVENT_STREAM_JACCARD
NR-000513,UP,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|2060f1f2d8ad6d00,"[""COMP|T3_ANCHOR_TRANSITION|UP|7cb96c148d340523"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|48d216ad6fd46e13"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|69662168cc803288"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|7c16f5abf056ed77"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|9bc8165c40148fa0"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|c116b2a449f83913"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|cfd07ffd4f29eeff""]","[""COMP|T3_ANCHOR_TRANSITION|UP|7cb96c148d340523"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|2060f1f2d8ad6d00"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|48d216ad6fd46e13"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|69662168cc803288"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|7c16f5abf056ed77"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|9bc8165c40148fa0"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|c116b2a449f83913"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|cfd07ffd4f29eeff""]",EVENT_STREAM_JACCARD
NR-000514,UP,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|49a7f45724581de4,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|86442d0bb68ecc10""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|49a7f45724581de4"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|86442d0bb68ecc10""]",EVENT_STREAM_JACCARD
NR-000515,UP,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|1f5c04dc0e8ac75c,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|93b9e6ad5570c501""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|1f5c04dc0e8ac75c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|93b9e6ad5570c501""]",EVENT_STREAM_JACCARD
